label;English
Ftr_13799;Olivier salad
Ftr_13818;Turkey Day casserole
Ftr_13819;Turkey Day wheat decor
Ftr_13820;Turkey Day table setting
Ftr_13821;? Block
Ftr_13822;block
Ftr_13823;pipe
Ftr_13824;Goal Pole
Ftr_13825;Super Star
Ftr_13826;Fire Flower
Ftr_13827;Super Mushroom
Ftr_13828;1-Up Mushroom
Ftr_13829;Shell
Ftr_13830;coin
Ftr_13831;large Mushroom Platform
Ftr_13832;small Mushroom Platform
Ftr_13833;Thwomp
Ftr_13867;Resetti model
Ftr_13927;Nintendo Switch Lite
Ftr_13930;set of stockings
Ftr_14005;Bunny Day topiary
Ftr_14006;Bunny Day tree
Ftr_14007;Bunny Day garden flag
Ftr_14008;Bunny Day planter box
Ftr_14009;Bunny Day candy
Ftr_14020;π pie
Ftr_14023;cool globe
Ftr_14024;carnations
Ftr_14029;heart-shaped bouquet
Ftr_14041;forsythia
Ftr_14142;first-anniversary cake
Ftr_14266;floating block
Ftr_14298;aloha-edition carrying case
Ftr_14340;whoopee cushion
Ftr_14355;festival zongzi
Ftr_14356;surichwi tteok
Ftr_14357;double Gloucester cheese
Ftr_14476;nuptial bell
Ftr_14477;nuptial ring pillow
Ftr_14532;art plaque
